family,checkpoint_sha256,seed,K_modes,q,c,M,eps,trial,bound,true_error,ratio_bound_over_true,tight_diag,delta_hat_Z1,noise_gain_2,correction_norm,violation,precision
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,89,114.0393143,25.38251114,4.492830276,27.58555984,6.159618855,2.498317957,27.59549713,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,90,120.6010284,26.53878021,4.544332027,36.36858749,5.953317642,2.895294666,36.4041748,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,91,47.63293457,26.85030556,1.774018288,7.375617504,2.908192396,0.761730969,7.383001804,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,92,149.4575806,27.38985825,5.456676006,36.53067017,7.994741917,3.725786209,36.60809708,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,93,99.18733978,25.63438225,3.86930871,16.23356247,5.951662064,1.965975642,16.26618385,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,94,66.12358856,26.70630836,2.475953817,12.3628664,3.886882305,0.969724834,12.39361,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,95,109.2984772,26.47937775,4.127683163,25.95173836,5.980819225,1.994856238,25.94511986,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,96,128.6532135,24.43767548,5.26454401,36.70316696,6.506307125,3.128844738,36.68323898,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,97,109.3622971,25.62853432,4.267208576,31.8721981,5.535027504,2.104857206,31.87295723,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,98,79.18264008,25.45278358,3.110961914,9.967520714,4.984756947,1.49202311,9.941277504,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,99,100.6265259,25.40901566,3.960268497,20.91306496,5.676411152,2.304285765,20.96138,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,100,77.33232117,25.37828827,3.047184229,15.85324574,4.389135361,1.744715691,15.78326893,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,101,54.04682541,25.84945679,2.090830326,9.723234177,3.198856592,0.8742102981,9.725020409,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,102,74.64518738,27.11133766,2.753283024,13.82308483,4.36964798,1.370675445,13.86342049,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,103,52.18630219,26.19926453,1.99189949,8.471586227,3.161856651,0.7921731472,8.474161148,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,104,55.75372314,25.87587357,2.154660463,9.968420982,3.302404404,0.921277523,9.971899986,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,105,110.3107986,25.17281151,4.382140636,25.18748093,6.029214859,2.824154615,25.18626976,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,106,82.7231369,26.54582977,3.116238594,22.25119591,4.307654858,1.757150173,22.25623512,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,107,111.6180649,25.27597618,4.415974617,26.43136597,6.038698196,2.774524689,26.43257332,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,108,131.9037323,26.23908424,5.026994705,31.55223465,7.168718338,2.725588799,31.5437355,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,109,135.3084106,26.79773331,5.049248219,39.93481445,6.789046764,2.82473135,39.93530273,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,110,128.9637756,24.94976807,5.168936729,27.42822456,7.178186417,3.463865042,27.4803772,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,111,104.0599136,25.71249199,4.047056675,20.62477303,5.964628696,2.213768721,20.62967491,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,112,93.30731964,25.71065712,3.629130125,20.65272522,5.147345066,2.394944906,20.65537834,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,113,87.1147995,25.88693047,3.365203857,20.8605423,4.750936508,1.611787796,20.86544037,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,114,99.14886475,25.92618752,3.824274778,24.00764275,5.346725941,2.258976936,23.99126244,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,115,99.08408356,26.97768784,3.672816038,24.78993797,5.26576376,2.392951488,24.83773232,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,116,82.5958252,26.68754768,3.09491992,14.68091297,4.855437756,1.779087186,14.7114296,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,117,87.0434494,24.31628227,3.579636335,21.67656898,4.667347431,1.809944987,21.65419197,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,118,72.88408661,26.71564865,2.728142023,17.32577133,3.989850521,1.287241936,17.33715248,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,119,72.46229553,26.08141136,2.778311968,16.34380531,4.024643421,1.369977355,16.33452606,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,120,116.394249,26.11300468,4.457328796,20.19357681,6.885998726,2.408092737,20.27547646,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,121,73.53593445,26.67755508,2.756472111,18.95236588,3.897513628,1.498731375,18.9491024,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,122,98.88420868,25.51930046,3.87487936,20.50184822,5.624785423,1.831200123,20.55338097,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,123,86.72092438,25.95597839,3.341077089,20.79389191,4.68326807,2.058657408,20.78150749,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,124,94.07707214,25.87588501,3.635704517,24.08480644,4.980171204,2.133024216,24.03305054,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,125,79.11361694,26.15404701,3.024909258,13.77250671,4.707133293,1.391120553,13.75263119,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,126,101.7620926,24.97252655,4.074961662,24.09480667,5.486602783,2.753832817,24.05058479,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,127,112.2649078,26.18864822,4.286777496,26.10438347,6.170576096,2.160668612,26.12868881,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,128,94.24944305,25.48220062,3.698638201,26.67308807,4.848247051,1.618953466,26.67799377,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,129,123.1221008,25.36569214,4.85388279,26.80158806,6.902198315,2.38040781,26.82217979,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,130,105.8335114,25.99588203,4.071164608,23.69446182,5.906478882,1.815438986,23.72476387,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,131,68.27061462,26.62919807,2.563750267,10.95225143,4.13439703,1.156016111,10.95116997,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,132,56.30451202,26.79318237,2.101449251,10.34531975,3.30753994,0.9849860072,10.36750126,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,133,89.07019043,27.00189209,3.298664808,19.71012688,4.970924377,1.670020461,19.7753334,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,134,59.94750214,25.03010559,2.395015955,16.21032715,3.139416695,1.032028913,16.21451187,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,135,116.7221527,25.62749481,4.554567337,26.73711014,6.383179188,2.856693506,26.7798481,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,136,144.0203857,25.39159584,5.671970844,40.05910492,7.345752239,3.596551418,40.09807205,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,137,76.1769104,26.41997337,2.883307695,12.8874855,4.557328701,1.328010917,12.92144775,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,138,92.98244476,25.71832275,3.615416288,22.75390053,5.004478931,2.042760372,22.73232079,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,139,58.54273224,25.72721863,2.275517464,15.48141479,3.081508875,1.101307631,15.49730682,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,140,44.74209976,26.53409004,1.686211944,6.768742085,2.745347261,0.6874982119,6.788567543,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,141,70.20492554,26.05804443,2.694174767,13.10615063,4.094917297,1.392546296,13.09893417,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,142,71.28216553,25.7846241,2.764522076,13.70024872,4.135737896,1.347241759,13.68672943,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,143,106.867569,26.40496254,4.047253132,26.16032791,5.759013176,2.261584759,26.14596939,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,144,91.54333496,26.54459,3.448662519,25.97395706,4.66034174,2.007168055,25.98257637,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,145,60.74413681,27.33593559,2.222134829,12.48516369,3.447837591,1.284736276,12.51066875,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,146,57.45197296,26.11277771,2.200147867,12.4126873,3.250296354,0.8867683411,12.41946793,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,147,107.7300797,25.68113327,4.19491148,19.17594337,6.319225311,2.434248209,19.22006798,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,148,80.18928528,25.66027069,3.125036716,20.00997734,4.311831474,1.504522562,20.00676537,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,149,73.81770325,26.85785103,2.748459101,13.08830643,4.361575603,1.398882151,13.10676765,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,150,93.36233521,25.34227562,3.684054852,17.26576233,5.429953575,2.112934113,17.27922058,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,151,126.4032211,26.08332253,4.846131802,25.16848373,7.216243744,2.888515711,25.18251228,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,152,71.46495056,26.67717934,2.678879499,11.11964703,4.352086067,1.217645884,11.12643242,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,153,144.776413,27.09328461,5.343627453,43.07761002,7.264133453,2.708288431,43.15289307,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,154,84.86673737,25.80144501,3.289224148,16.9237709,4.853956699,1.833059669,16.92952156,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,155,70.16903687,26.28973198,2.669066191,18.06088257,3.733226299,1.292932034,18.0755024,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,156,121.2669067,25.91902161,4.678683758,21.03668022,7.162127018,2.689030886,21.04511261,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,157,69.10149384,25.83740997,2.674474478,13.41799068,3.966526985,1.642582059,13.3898735,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,158,127.749321,26.28728104,4.859738827,29.53704643,6.955761433,3.239495754,29.56835175,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,159,69.10827637,25.88593483,2.669723034,14.74291515,3.907598495,1.22172904,14.75902367,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,160,69.30508423,26.40243912,2.624950171,14.71636581,3.889784575,1.566632271,14.73091507,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,161,60.87244034,26.47062683,2.299622059,10.18374443,3.646820068,1.109120965,10.19216251,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,162,93.58331299,25.82372856,3.623927116,23.59474373,4.965417385,2.239919424,23.59409714,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,163,117.9559708,26.56014633,4.441088676,29.83138847,6.300280094,2.335818529,29.83422089,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,164,101.9849548,26.71994781,3.816809654,19.80073357,5.879917145,2.143116236,19.79251289,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,165,122.6482925,23.36919785,5.248288631,27.65855598,6.679161072,3.637912273,27.66047859,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,166,85.93211365,26.83199883,3.202598333,23.09032822,4.472522736,1.851505756,23.11438942,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,167,143.0022888,26.03297806,5.49312067,26.70052147,8.354014397,2.630130529,26.78502083,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,168,89.26780701,26.32801437,3.390601635,17.17187119,5.143836021,1.98636353,17.21424866,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,169,76.55931091,25.89159775,2.956917286,19.00626183,4.119924545,1.482832909,18.99428177,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,170,78.32223511,26.17276764,2.99250865,12.88574696,4.709843636,1.411377311,12.89738178,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,171,95.2964325,27.14341927,3.510848522,25.3943367,5.006409168,1.73530376,25.43494034,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,172,55.2071228,26.40559196,2.090736151,9.669241905,3.287751913,0.8838268518,9.673425674,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,173,121.0600433,25.09996414,4.823116302,25.07362747,6.868992805,2.469217062,25.08818436,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,174,72.54732513,26.10200119,2.779377937,13.66149712,4.23948431,1.267599463,13.66008568,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,175,106.9110107,28.30834389,3.776660681,28.14559746,5.610995293,2.270261765,28.17401314,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,176,116.091011,26.19204521,4.432300568,30.50998878,6.110937595,2.357106686,30.49419403,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,177,100.3538666,26.49272728,3.787977934,24.78110886,5.376326561,2.250725746,24.80817986,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,178,110.8590317,23.73277473,4.671136379,24.1406002,6.180305004,2.483052015,24.15680122,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,179,73.52762604,25.68387413,2.862793446,14.51396656,4.225763321,1.491309047,14.52372837,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,180,123.0408249,23.94489098,5.138500214,27.18083191,6.785904884,3.185586929,27.22340965,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,181,99.4801712,26.19309807,3.797953606,16.93436813,5.903207302,2.14256978,16.97434425,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,182,65.11465454,25.30234909,2.573462725,13.62204838,3.700194359,1.186230659,13.61052036,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,183,68.84225464,26.08979988,2.638665438,13.33436871,3.987776756,1.279004574,13.33440304,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,184,65.21188354,26.86998177,2.426941872,14.08758259,3.666467667,1.238952279,14.09151649,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,185,84.39366913,26.40878868,3.195666075,15.3554821,4.985357285,1.310566545,15.38893795,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,186,115.3738632,27.14128876,4.250861645,32.31599426,5.907782555,2.499236107,32.32529449,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,187,104.6687393,25.47082329,4.109358311,25.5959053,5.642745495,2.176344633,25.63019562,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,188,121.1405029,26.93631935,4.497292519,29.15106583,6.550645351,2.710487604,29.1367836,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,189,99.11425781,25.65547943,3.863278389,21.25609398,5.528863907,2.435966253,21.26147652,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,190,162.9859619,25.56896782,6.374366283,36.55202866,9.021922112,3.503579617,36.58267212,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,191,64.18149567,26.31191635,2.439255953,10.01261902,3.911823511,1.028768301,10.03550625,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,192,116.1973877,25.85840225,4.493602753,27.41266251,6.2908988,2.878724098,27.46995163,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,193,79.02920532,25.54007149,3.094321966,17.21332932,4.4071455,1.736380816,17.24848747,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,194,103.1703949,25.67348862,4.018557549,19.68542099,5.965346813,2.22093153,19.72081375,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,195,57.15592957,25.73081398,2.221302748,10.39713573,3.359170675,1.071845651,10.40543461,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,196,47.26848221,26.50512886,1.78337121,7.741602421,2.846997499,0.824311018,7.759474277,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,197,112.5229034,25.9266243,4.340052128,19.31666946,6.656427383,2.483016968,19.39928818,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,198,117.5074158,26.56768799,4.422944546,33.79710007,5.955452442,2.495877743,33.82046509,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.1,13.4869318,1.34869318,199,111.3986282,26.03340149,4.279065609,24.7649231,6.154663086,2.648370266,24.81926537,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.3,13.4869318,4.04607954,0,126.3554001,26.04854012,4.850767136,23.2719841,6.926755905,2.346942902,23.43879509,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.3,13.4869318,4.04607954,1,119.088829,25.57050896,4.657272339,21.95391464,6.383358002,2.69690609,22.08502007,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.3,13.4869318,4.04607954,2,75.09204102,26.28183174,2.85718441,12.74693394,4.209545135,1.349378586,12.85850048,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.3,13.4869318,4.04607954,3,94.68266296,26.97057343,3.510591507,22.21327209,4.795512199,1.922693372,22.22654343,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.3,13.4869318,4.04607954,4,141.1061707,26.89926147,5.245726585,39.21691513,6.568229198,3.245853424,39.38792419,0,fp32
reported,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,42,4,2.0,0.3,13.4869318,4.04607954,5,97.26657104,25.89790916,3.755769253,13.68207264,5.602833748,1.944580197,13.83361244,0,fp32
